DNI,APELLIDOS Y NOMBRES,CARGO,CLIENTE,DIRECCION,SUPERVISOR,JORNADA,HORARIO,DESCANSO,UNIDAD,FECHA DE INGRESO,FECHA DE CESE,fecha_asistencia,estado_original,estado_limpio,estado_normalizado,es_atipico,es_activo_en_fecha
00000041,FICTICIO_41,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15827",SUPERVISOR_41,LUNES A DOMINGO,18:00 - 06:00,SÁBADO,CD1 Y CD2,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000042,FICTICIO_42,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15828",SUPERVISOR_42,LUNES A DOMINGO,18:00 - 06:00,SÁBADO,CD1 Y CD2,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000043,FICTICIO_43,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15834",SUPERVISOR_43,LUNES A DOMINGO,06:00 - 18:00,DOMINGO,CD1 Y CD2,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000044,FICTICIO_44,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15834",SUPERVISOR_44,LUNES A DOMINGO,18:00 - 06:00,SÁBADO,CD1 Y CD2,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000045,FICTICIO_45,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15830",SUPERVISOR_45,LUNES A DOMINGO,06:00 - 18:00,DOMINGO,CD1 Y CD2,2025-01-11,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000046,FICTICIO_46,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15830",SUPERVISOR_46,LUNES A DOMINGO,18:00 - 06:00,SÁBADO,CD1 Y CD2,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000047,FICTICIO_47,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15831",SUPERVISOR_47,LUNES A DOMINGO,18:00 - 06:00,SÁBADO,CD1 Y CD2,1970-01-01,,2026-04-21,F,F,Falta,False,True
00000048,FICTICIO_48,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P536+84V Industrial / Los Claveles, Lurín 15832",SUPERVISOR_48,LUNES A DOMINGO,18:00 - 06:00,SÁBADO,CD1 Y CD2,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000049,FICTICIO_49,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_49,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,CD-HUACHIPA,2025-01-11,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000050,FICTICIO_50,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_50,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000051,FICTICIO_51,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_51,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,CD-HUACHIPA,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000052,FICTICIO_52,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_52,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000053,FICTICIO_53,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_53,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,2025-01-11,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000054,FICTICIO_54,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_54,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000055,FICTICIO_55,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_55,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000056,FICTICIO_56,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_56,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000057,FICTICIO_57,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_57,LUNES A DOMINGO,12:00 - 21:00,SÁBADO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000058,FICTICIO_58,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_58,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000059,FICTICIO_59,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_59,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000060,FICTICIO_60,MAQUINISTA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_60,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000061,FICTICIO_61,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_61,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,CD-HUACHIPA,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000062,FICTICIO_62,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_62,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000063,FICTICIO_63,SUPERVISOR DE OPERACIONES,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_63,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000064,FICTICIO_64,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_64,LUNES A DOMINGO,12:00 - 21:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000065,FICTICIO_65,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_65,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,CD-HUACHIPA,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000066,FICTICIO_66,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,Archipielago Lurigancho Lima 15457 https://share.google/gBp6uP3RqXWiMFgcK,SUPERVISOR_66,LUNES A DOMINGO,21:00 - 06:00,DOMINGO,CD-HUACHIPA,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000067,FICTICIO_67,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Av. Industrial s/n, Lote AC. 1-2, P.S.R., Chiclayo https://share.google/dlYcu7sEXi0SVcrkz",SUPERVISOR_67,LUNES A SABADO,13:00 - 22:00,DOMINGO,CHICLAYO-CDR,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000068,FICTICIO_68,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Av. Industrial s/n, Lote AC. 1-2, P.S.R., Chiclayo https://share.google/dlYcu7sEXi0SVcrkz",SUPERVISOR_68,LUNES A SABADO,06:00 - 15:00,DOMINGO,CHICLAYO-CDR,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000069,FICTICIO_69,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Av. Industrial s/n, Lote AC. 1-2, P.S.R., Chiclayo https://share.google/dlYcu7sEXi0SVcrkz",SUPERVISOR_69,LUNES A SABADO,13:00 - 22:00,DOMINGO,CHICLAYO-CDR,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000070,FICTICIO_70,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Av. Industrial s/n, Lote AC. 1-2, P.S.R., Chiclayo https://share.google/dlYcu7sEXi0SVcrkz",SUPERVISOR_70,LUNES A SABADO,06:00 - 15:00,DOMINGO,CHICLAYO-CDR,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000071,FICTICIO_71,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Av. Industrial s/n, Lote AC. 1-2, P.S.R., Chiclayo https://share.google/dlYcu7sEXi0SVcrkz",SUPERVISOR_71,LUNES A SABADO,06:00 - 15:00,DOMINGO,CHICLAYO-CDR,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000072,FICTICIO_72,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Av. Industrial s/n, Lote AC. 1-2, P.S.R., Cusco. https://share.google/a4Vbn4ftqE6MDJOyF",SUPERVISOR_72,LUNES A SABADO,06:00 - 15:00,DOMINGO,CUSCO,2025-01-11,1970-01-01,2026-04-21,M,M,Maternidad,False,False
00000073,FICTICIO_73,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Av. Industrial s/n, Lote AC. 1-2, P.S.R., Cusco. https://share.google/a4Vbn4ftqE6MDJOyF",SUPERVISOR_73,LUNES A SABADO,06:00 - 15:00,DOMINGO,CUSCO,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000074,FICTICIO_74,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"Av. Industrial s/n, Lote AC. 1-2, P.S.R., Cusco. https://share.google/a4Vbn4ftqE6MDJOyF",SUPERVISOR_74,LUNES A SABADO,06:00 - 15:00,DOMINGO,CUSCO,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000075,FICTICIO_75,OPERARIO DE LIMPIEZA,VITAPRO S.A. / VITAPRO - 20555271566,Av circunvalación golf los incas 134 piso 17  torre 1 surco,SUPERVISOR_75,LUNES A DOMINGO,06:00 - 15:00,DOMINGO,ID PANORAMA,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000076,FICTICIO_76,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Av Producción Nacional Nro 188 Ur La Villa Chorrillos. https://share.google/Ih0gEZUJ97E3XlTTq,SUPERVISOR_76,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-CHORRILLOS,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000077,FICTICIO_77,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Av Producción Nacional Nro 188 Ur La Villa Chorrillos. https://share.google/Ih0gEZUJ97E3XlTTq,SUPERVISOR_77,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-CHORRILLOS,1970-01-01,,2026-04-21,,NAN,Atípico por Verificar,True,True
00000078,FICTICIO_78,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_78,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000079,FICTICIO_79,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_79,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000080,FICTICIO_80,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_80,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000081,FICTICIO_81,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_81,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000082,FICTICIO_82,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_82,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000083,FICTICIO_83,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_83,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-11-26,,2026-04-21,A,A,Asistencia,False,True
00000084,FICTICIO_84,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_84,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-21,F,F,Falta,False,False
00000085,FICTICIO_85,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_85,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000086,FICTICIO_86,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_86,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000087,FICTICIO_87,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_87,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,F,F,Falta,False,True
00000088,FICTICIO_88,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_88,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000089,FICTICIO_89,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_89,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000090,FICTICIO_90,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_90,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000091,FICTICIO_91,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_91,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000092,FICTICIO_92,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_92,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000093,FICTICIO_93,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_93,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000094,FICTICIO_94,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_94,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000095,FICTICIO_95,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_95,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000096,FICTICIO_96,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_96,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000097,FICTICIO_97,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_97,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000098,FICTICIO_98,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_98,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000099,FICTICIO_99,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_99,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-21,A,A,Asistencia,False,False
00000100,FICTICIO_100,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_100,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000101,FICTICIO_101,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_101,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000102,FICTICIO_102,SUPERVISOR DE OPERACIONES,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_102,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-12-26,,2026-04-21,A,A,Asistencia,False,True
00000103,FICTICIO_103,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_103,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000104,FICTICIO_104,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_104,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000105,FICTICIO_105,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_105,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000106,FICTICIO_106,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_106,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-11-26,,2026-04-21,A,A,Asistencia,False,True
00000107,FICTICIO_107,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_107,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000108,FICTICIO_108,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_108,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000109,FICTICIO_109,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_109,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000110,FICTICIO_110,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_110,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000111,FICTICIO_111,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_111,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000112,FICTICIO_112,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_112,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2026-01-16,,2026-04-21,A,A,Asistencia,False,True
00000113,FICTICIO_113,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_113,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000114,FICTICIO_114,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_114,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2026-01-31,,2026-04-21,A,A,Asistencia,False,True
00000115,FICTICIO_115,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_115,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000116,FICTICIO_116,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_116,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,1970-01-01,2026-04-21,C,C,Cese,False,False
00000117,FICTICIO_117,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_117,LUNES A SABADO,18:00 - 06:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
00000118,FICTICIO_118,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_118,LUNES A SABADO,10:00 - 19:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000119,FICTICIO_119,OPERARIO DE LIMPIEZA,ALICORP SAA / 20100055237,"P58G+P4C, Av Gasoducto, Lurín 15842 - https://share.google/6ifaw21iLAJdnvM6h",SUPERVISOR_119,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,1970-01-01,,2026-04-21,A,A,Asistencia,False,True
00000120,FICTICIO_120,OPERARIO DE LIMPIEZA,INTRADEVCO / 20417378911,Calle Los Geranios Mz C Lote 1-10 https://maps.app.goo.gl/hG6ZcK7GDbJC4b4G7,SUPERVISOR_120,LUNES A SABADO,07:00 - 16:00,DOMINGO,ITDV-LURIN,2025-01-11,,2026-04-21,A,A,Asistencia,False,True
